sample_index,sample_id,official_status,case_dir,repeat_1_final_dir,repeat_2_final_dir,missing_count,missing_items
1253,M&T/select_chemistry_tube/example52,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example52,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example52\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example52\official_repeat_2,0,
1254,M&T/select_chemistry_tube/example53,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example53,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example53\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example53\official_repeat_2,0,
1255,M&T/select_chemistry_tube/example54,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example54,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example54\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example54\official_repeat_2,0,
1256,M&T/select_chemistry_tube/example55,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example55,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example55\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example55\official_repeat_2,0,
1257,M&T/select_chemistry_tube/example56,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example56,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example56\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example56\official_repeat_2,0,
1258,M&T/select_chemistry_tube/example57,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example57,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example57\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example57\official_repeat_2,0,
1259,M&T/select_chemistry_tube/example58,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example58,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example58\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example58\official_repeat_2,0,
1260,M&T/select_chemistry_tube/example59,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example59,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example59\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example59\official_repeat_2,0,
1261,M&T/select_chemistry_tube/example60,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example60,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example60\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example60\official_repeat_2,0,
1262,M&T/select_chemistry_tube/example61,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example61,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example61\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example61\official_repeat_2,0,
1263,M&T/select_chemistry_tube/example62,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example62,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example62\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example62\official_repeat_2,0,
1264,M&T/select_chemistry_tube/example63,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example63,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example63\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example63\official_repeat_2,0,
1265,M&T/select_chemistry_tube/example64,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example64,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example64\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example64\official_repeat_2,0,
1266,M&T/select_chemistry_tube/example65,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example65,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example65\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example65\official_repeat_2,0,
1267,M&T/select_chemistry_tube/example66,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example66,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example66\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example66\official_repeat_2,0,
1268,M&T/select_chemistry_tube/example67,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example67,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example67\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example67\official_repeat_2,0,
1269,M&T/select_chemistry_tube/example68,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example68,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example68\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example68\official_repeat_2,0,
1270,M&T/select_chemistry_tube/example69,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example69,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example69\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example69\official_repeat_2,0,
1271,M&T/select_chemistry_tube/example70,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example70,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example70\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example70\official_repeat_2,0,
1272,M&T/select_chemistry_tube/example71,B0_official_eligible,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example71,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example71\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example71\official_repeat_2,0,
1273,M&T/select_chemistry_tube/example72,B1_condition_failure,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example72,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example72\official_repeat_1,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_full_4000_preload_target\M&T\select_chemistry_tube\example72\official_repeat_2,0,
