sample_id,category,task,example,conversion_ok,conversion_errors,skill_sequence,action_count
M&T/select_chemistry_tube/example65,M&T,select_chemistry_tube,example65,True,,pick>place,2
M&T/select_chemistry_tube/example66,M&T,select_chemistry_tube,example66,True,,pick>place,2
M&T/select_chemistry_tube/example67,M&T,select_chemistry_tube,example67,True,,pick>place,2
M&T/select_chemistry_tube/example69,M&T,select_chemistry_tube,example69,True,,pick>place,2
M&T/select_chemistry_tube/example70,M&T,select_chemistry_tube,example70,True,,pick>place,2
M&T/select_chemistry_tube/example71,M&T,select_chemistry_tube,example71,True,,pick>place,2
M&T/select_chemistry_tube/example73,M&T,select_chemistry_tube,example73,True,,pick>place,2
M&T/select_chemistry_tube/example74,M&T,select_chemistry_tube,example74,True,,pick>place,2
M&T/select_chemistry_tube/example75,M&T,select_chemistry_tube,example75,True,,pick>place,2
M&T/select_chemistry_tube/example76,M&T,select_chemistry_tube,example76,True,,pick>place,2
M&T/select_chemistry_tube/example77,M&T,select_chemistry_tube,example77,True,,pick>place,2
M&T/select_chemistry_tube/example78,M&T,select_chemistry_tube,example78,True,,pick>place,2
M&T/select_chemistry_tube/example79,M&T,select_chemistry_tube,example79,True,,pick>place,2
M&T/select_chemistry_tube/example80,M&T,select_chemistry_tube,example80,True,,pick>place,2
M&T/select_chemistry_tube/example81,M&T,select_chemistry_tube,example81,True,,pick>place,2
M&T/select_chemistry_tube/example82,M&T,select_chemistry_tube,example82,True,,pick>place,2
M&T/select_chemistry_tube/example83,M&T,select_chemistry_tube,example83,True,,pick>place,2
M&T/select_chemistry_tube/example84,M&T,select_chemistry_tube,example84,True,,pick>place,2
M&T/select_chemistry_tube/example85,M&T,select_chemistry_tube,example85,True,,pick>place,2
M&T/select_chemistry_tube/example86,M&T,select_chemistry_tube,example86,True,,pick>place,2
M&T/select_chemistry_tube/example87,M&T,select_chemistry_tube,example87,True,,pick>place,2
M&T/select_chemistry_tube/example89,M&T,select_chemistry_tube,example89,True,,pick>place,2
M&T/select_chemistry_tube/example90,M&T,select_chemistry_tube,example90,True,,pick>place,2
M&T/select_chemistry_tube/example92,M&T,select_chemistry_tube,example92,True,,pick>place,2
M&T/select_chemistry_tube/example91,M&T,select_chemistry_tube,example91,True,,pick>place,2
M&T/select_chemistry_tube/example93,M&T,select_chemistry_tube,example93,True,,pick>place,2
M&T/select_chemistry_tube/example94,M&T,select_chemistry_tube,example94,True,,pick>place,2
M&T/select_chemistry_tube/example95,M&T,select_chemistry_tube,example95,True,,pick>place,2
M&T/select_chemistry_tube/example96,M&T,select_chemistry_tube,example96,True,,pick>place,2
M&T/select_chemistry_tube/example98,M&T,select_chemistry_tube,example98,True,,pick>place,2
M&T/select_drink/example0,M&T,select_drink,example0,True,,pick>place,2
M&T/select_chemistry_tube/example99,M&T,select_chemistry_tube,example99,True,,pick>place,2
M&T/select_drink/example2,M&T,select_drink,example2,True,,pick>place,2
M&T/select_drink/example3,M&T,select_drink,example3,True,,pick>place,2
M&T/select_drink/example7,M&T,select_drink,example7,True,,pick>place,2
M&T/select_drink/example8,M&T,select_drink,example8,True,,pick>place,2
M&T/select_drink/example9,M&T,select_drink,example9,True,,pick>place,2
M&T/select_drink/example13,M&T,select_drink,example13,True,,pick>place,2
M&T/select_drink/example18,M&T,select_drink,example18,True,,pick>place,2
M&T/select_drink/example19,M&T,select_drink,example19,True,,pick>place,2
M&T/select_drink/example21,M&T,select_drink,example21,True,,pick>place,2
M&T/select_drink/example25,M&T,select_drink,example25,True,,pick>place,2
M&T/select_drink/example26,M&T,select_drink,example26,True,,pick>place,2
M&T/select_drink/example28,M&T,select_drink,example28,True,,pick>place,2
M&T/select_drink/example30,M&T,select_drink,example30,True,,pick>place,2
M&T/select_drink/example31,M&T,select_drink,example31,True,,pick>place,2
M&T/select_drink/example35,M&T,select_drink,example35,True,,pick>place,2
M&T/select_drink/example37,M&T,select_drink,example37,True,,pick>place,2
M&T/select_drink/example39,M&T,select_drink,example39,True,,pick>place,2
M&T/select_drink/example40,M&T,select_drink,example40,True,,pick>place,2
M&T/select_drink/example43,M&T,select_drink,example43,True,,pick>place,2
M&T/select_drink/example44,M&T,select_drink,example44,True,,pick>place,2
M&T/select_drink/example46,M&T,select_drink,example46,True,,pick>place,2
M&T/select_drink/example48,M&T,select_drink,example48,True,,pick>place,2
M&T/select_drink/example49,M&T,select_drink,example49,True,,pick>place,2
M&T/select_drink/example51,M&T,select_drink,example51,True,,pick>place,2
M&T/select_drink/example52,M&T,select_drink,example52,True,,pick>place,2
M&T/select_drink/example55,M&T,select_drink,example55,True,,pick>place,2
M&T/select_drink/example57,M&T,select_drink,example57,True,,pick>place,2
M&T/select_drink/example58,M&T,select_drink,example58,True,,pick>place,2
M&T/select_drink/example59,M&T,select_drink,example59,True,,pick>place,2
M&T/select_drink/example63,M&T,select_drink,example63,True,,pick>place,2
M&T/select_drink/example67,M&T,select_drink,example67,True,,pick>place,2
M&T/select_drink/example68,M&T,select_drink,example68,True,,pick>place,2
M&T/select_drink/example69,M&T,select_drink,example69,True,,pick>place,2
M&T/select_drink/example70,M&T,select_drink,example70,True,,pick>place,2
M&T/select_drink/example72,M&T,select_drink,example72,True,,pick>place,2
M&T/select_drink/example81,M&T,select_drink,example81,True,,pick>place,2
M&T/select_drink/example82,M&T,select_drink,example82,True,,pick>place,2
M&T/select_drink/example85,M&T,select_drink,example85,True,,pick>place,2
M&T/select_drink/example86,M&T,select_drink,example86,True,,pick>place,2
M&T/select_drink/example93,M&T,select_drink,example93,True,,pick>place,2
M&T/select_drink/example94,M&T,select_drink,example94,True,,pick>place,2
M&T/select_drink/example96,M&T,select_drink,example96,True,,pick>place,2
M&T/select_drink/example97,M&T,select_drink,example97,True,,pick>place,2
M&T/select_fruit/example0,M&T,select_fruit,example0,True,,pick>place,2
M&T/select_fruit/example1,M&T,select_fruit,example1,True,,pick>place,2
M&T/select_fruit/example2,M&T,select_fruit,example2,True,,pick>place,2
M&T/select_fruit/example3,M&T,select_fruit,example3,True,,pick>place,2
M&T/select_fruit/example4,M&T,select_fruit,example4,True,,pick>place,2
M&T/select_fruit/example5,M&T,select_fruit,example5,True,,pick>place,2
M&T/select_fruit/example6,M&T,select_fruit,example6,True,,pick>place,2
M&T/select_fruit/example7,M&T,select_fruit,example7,True,,pick>place,2
M&T/select_fruit/example8,M&T,select_fruit,example8,True,,pick>place,2
M&T/select_fruit/example9,M&T,select_fruit,example9,True,,pick>place,2
M&T/select_fruit/example10,M&T,select_fruit,example10,True,,pick>place,2
M&T/select_fruit/example11,M&T,select_fruit,example11,True,,pick>place,2
M&T/select_fruit/example12,M&T,select_fruit,example12,True,,pick>place,2
M&T/select_fruit/example13,M&T,select_fruit,example13,True,,pick>place,2
M&T/select_fruit/example14,M&T,select_fruit,example14,True,,pick>place,2
M&T/select_fruit/example15,M&T,select_fruit,example15,True,,pick>place,2
M&T/select_fruit/example16,M&T,select_fruit,example16,True,,pick>place,2
M&T/select_fruit/example17,M&T,select_fruit,example17,True,,pick>place,2
M&T/select_fruit/example18,M&T,select_fruit,example18,True,,pick>place,2
M&T/select_fruit/example19,M&T,select_fruit,example19,True,,pick>place,2
M&T/select_fruit/example20,M&T,select_fruit,example20,True,,pick>place,2
M&T/select_fruit/example21,M&T,select_fruit,example21,True,,pick>place,2
M&T/select_fruit/example22,M&T,select_fruit,example22,True,,pick>place,2
M&T/select_fruit/example23,M&T,select_fruit,example23,True,,pick>place,2
M&T/select_fruit/example24,M&T,select_fruit,example24,True,,pick>place,2
M&T/select_fruit/example25,M&T,select_fruit,example25,True,,pick>place,2
M&T/select_fruit/example26,M&T,select_fruit,example26,True,,pick>place,2
M&T/select_fruit/example27,M&T,select_fruit,example27,True,,pick>place,2
M&T/select_fruit/example28,M&T,select_fruit,example28,True,,pick>place,2
M&T/select_fruit/example29,M&T,select_fruit,example29,True,,pick>place,2
M&T/select_fruit/example30,M&T,select_fruit,example30,True,,pick>place,2
M&T/select_fruit/example31,M&T,select_fruit,example31,True,,pick>place,2
M&T/select_fruit/example32,M&T,select_fruit,example32,True,,pick>place,2
M&T/select_fruit/example34,M&T,select_fruit,example34,True,,pick>place,2
M&T/select_fruit/example35,M&T,select_fruit,example35,True,,pick>place,2
M&T/select_fruit/example36,M&T,select_fruit,example36,True,,pick>place,2
M&T/select_fruit/example37,M&T,select_fruit,example37,True,,pick>place,2
M&T/select_fruit/example38,M&T,select_fruit,example38,True,,pick>place,2
M&T/select_fruit/example39,M&T,select_fruit,example39,True,,pick>place,2
M&T/select_fruit/example40,M&T,select_fruit,example40,True,,pick>place,2
M&T/select_fruit/example42,M&T,select_fruit,example42,True,,pick>place,2
M&T/select_fruit/example43,M&T,select_fruit,example43,True,,pick>place,2
M&T/select_fruit/example44,M&T,select_fruit,example44,True,,pick>place,2
M&T/select_fruit/example45,M&T,select_fruit,example45,True,,pick>place,2
M&T/select_fruit/example46,M&T,select_fruit,example46,True,,pick>place,2
M&T/select_fruit/example47,M&T,select_fruit,example47,True,,pick>place,2
M&T/select_fruit/example48,M&T,select_fruit,example48,True,,pick>place,2
M&T/select_fruit/example49,M&T,select_fruit,example49,True,,pick>place,2
M&T/select_fruit/example50,M&T,select_fruit,example50,True,,pick>place,2
M&T/select_fruit/example51,M&T,select_fruit,example51,True,,pick>place,2
M&T/select_fruit/example52,M&T,select_fruit,example52,True,,pick>place,2
M&T/select_fruit/example53,M&T,select_fruit,example53,True,,pick>place,2
M&T/select_fruit/example54,M&T,select_fruit,example54,True,,pick>place,2
M&T/select_fruit/example55,M&T,select_fruit,example55,True,,pick>place,2
M&T/select_fruit/example56,M&T,select_fruit,example56,True,,pick>place,2
M&T/select_fruit/example57,M&T,select_fruit,example57,True,,pick>place,2
M&T/select_fruit/example58,M&T,select_fruit,example58,True,,pick>place,2
M&T/select_fruit/example59,M&T,select_fruit,example59,True,,pick>place,2
M&T/select_fruit/example60,M&T,select_fruit,example60,True,,pick>place,2
M&T/select_fruit/example61,M&T,select_fruit,example61,True,,pick>place,2
M&T/select_fruit/example62,M&T,select_fruit,example62,True,,pick>place,2
M&T/select_fruit/example63,M&T,select_fruit,example63,True,,pick>place,2
M&T/select_fruit/example64,M&T,select_fruit,example64,True,,pick>place,2
M&T/select_fruit/example65,M&T,select_fruit,example65,True,,pick>place,2
M&T/select_fruit/example66,M&T,select_fruit,example66,True,,pick>place,2
M&T/select_fruit/example67,M&T,select_fruit,example67,True,,pick>place,2
M&T/select_fruit/example68,M&T,select_fruit,example68,True,,pick>place,2
M&T/select_fruit/example69,M&T,select_fruit,example69,True,,pick>place,2
M&T/select_fruit/example70,M&T,select_fruit,example70,True,,pick>place,2
M&T/select_fruit/example71,M&T,select_fruit,example71,True,,pick>place,2
M&T/select_fruit/example72,M&T,select_fruit,example72,True,,pick>place,2
M&T/select_fruit/example73,M&T,select_fruit,example73,True,,pick>place,2
M&T/select_fruit/example74,M&T,select_fruit,example74,True,,pick>place,2
M&T/select_fruit/example75,M&T,select_fruit,example75,True,,pick>place,2
M&T/select_fruit/example76,M&T,select_fruit,example76,True,,pick>place,2
M&T/select_fruit/example77,M&T,select_fruit,example77,True,,pick>place,2
M&T/select_fruit/example78,M&T,select_fruit,example78,True,,pick>place,2
M&T/select_fruit/example79,M&T,select_fruit,example79,True,,pick>place,2
M&T/select_fruit/example80,M&T,select_fruit,example80,True,,pick>place,2
M&T/select_fruit/example81,M&T,select_fruit,example81,True,,pick>place,2
M&T/select_fruit/example82,M&T,select_fruit,example82,True,,pick>place,2
M&T/select_fruit/example83,M&T,select_fruit,example83,True,,pick>place,2
M&T/select_fruit/example84,M&T,select_fruit,example84,True,,pick>place,2
M&T/select_fruit/example85,M&T,select_fruit,example85,True,,pick>place,2
M&T/select_fruit/example86,M&T,select_fruit,example86,True,,pick>place,2
M&T/select_fruit/example87,M&T,select_fruit,example87,True,,pick>place,2
M&T/select_fruit/example88,M&T,select_fruit,example88,True,,pick>place,2
M&T/select_fruit/example89,M&T,select_fruit,example89,True,,pick>place,2
M&T/select_fruit/example90,M&T,select_fruit,example90,True,,pick>place,2
M&T/select_fruit/example91,M&T,select_fruit,example91,True,,pick>place,2
M&T/select_fruit/example92,M&T,select_fruit,example92,True,,pick>place,2
M&T/select_fruit/example93,M&T,select_fruit,example93,True,,pick>place,2
M&T/select_fruit/example94,M&T,select_fruit,example94,True,,pick>place,2
M&T/select_fruit/example95,M&T,select_fruit,example95,True,,pick>place,2
M&T/select_fruit/example96,M&T,select_fruit,example96,True,,pick>place,2
M&T/select_fruit/example98,M&T,select_fruit,example98,True,,pick>place,2
M&T/select_fruit/example99,M&T,select_fruit,example99,True,,pick>place,2
M&T/select_poker/example0,M&T,select_poker,example0,True,,pick>place,2
M&T/select_poker/example1,M&T,select_poker,example1,False,sequence_missing_or_empty,,0
M&T/select_poker/example2,M&T,select_poker,example2,False,sequence_missing_or_empty,,0
M&T/select_poker/example3,M&T,select_poker,example3,False,sequence_missing_or_empty,,0
M&T/select_poker/example4,M&T,select_poker,example4,True,,pick>place,2
M&T/select_poker/example5,M&T,select_poker,example5,False,sequence_missing_or_empty,,0
M&T/select_poker/example6,M&T,select_poker,example6,True,,pick>place,2
M&T/select_poker/example7,M&T,select_poker,example7,False,sequence_missing_or_empty,,0
M&T/select_poker/example8,M&T,select_poker,example8,False,sequence_missing_or_empty,,0
M&T/select_poker/example9,M&T,select_poker,example9,False,sequence_missing_or_empty,,0
M&T/select_poker/example10,M&T,select_poker,example10,False,sequence_missing_or_empty,,0
M&T/select_poker/example11,M&T,select_poker,example11,False,sequence_missing_or_empty,,0
M&T/select_poker/example12,M&T,select_poker,example12,False,sequence_missing_or_empty,,0
M&T/select_poker/example13,M&T,select_poker,example13,False,sequence_missing_or_empty,,0
